rank_date,snapshot_time,rank_position,bvid,aid,title,author,category,main_category,tid,duration,view_count,danmaku_count,reply_count,like_count,coin_count,favorite_count,share_count,pubdate,video_url,cover_url
2026-06-10,2026-06-10 00:13:36,1,BV1Uj7k6VEPU,116697432395968,信 |《归唐》19分钟完整实机演示,归唐,单机游戏,游戏,17,1167,10780391,24994,35592,161018,50323,32327,64973,1780791300,https://www.bilibili.com/video/BV1Uj7k6VEPU,http://i1.hdslb.com/bfs/archive/73972f02b3d2a52c97a1ec81e53403fef6160006.jpg
2026-06-10,2026-06-10 00:13:36,2,BV1TnEt6MEHn,116709042165737,《原神》角色预告-「洛恩：『杰作』」,原神,手机游戏,游戏,172,729,2290432,11852,11307,249926,78497,59034,35191,1780891200,https://www.bilibili.com/video/BV1TnEt6MEHn,http://i1.hdslb.com/bfs/archive/338dd06fe0b8324ca26ec3f146f610f500448221.jpg
2026-06-10,2026-06-10 00:13:36,3,BV1xkE46PE59,116707649656463,参加了九次高考的考生采访,自来卷三木,日常,生活,21,99,5604079,5914,5588,374848,10933,27797,11441,1780817665,https://www.bilibili.com/video/BV1xkE46PE59,http://i1.hdslb.com/bfs/archive/2c51e17d5ab278033691d055015af26638867e5b.jpg
2026-06-10,2026-06-10 00:13:36,4,BV1ZvEt6oEWR,116709209935672,锐评2026年数学高考，我雷霆大怒,聊城市茬平区第一中学,日常,生活,21,739,3938205,6499,29796,176674,29595,46023,27398,1780841328,https://www.bilibili.com/video/BV1ZvEt6oEWR,http://i0.hdslb.com/bfs/archive/6d19a0c156e6b82f71035cacec0f450bd19fb6c6.jpg
2026-06-10,2026-06-10 00:13:36,5,BV1T4E36FEUh,116715249797275,新三国up锐评老三国01：这才叫真正的三国！,吃蛋挞的折棒,影视杂谈,影视,182,1406,1112596,15381,8880,134366,136336,28780,6642,1780970400,https://www.bilibili.com/video/BV1T4E36FEUh,http://i2.hdslb.com/bfs/archive/f970ea0af673a4fb40a103bd7530328c2d4550b8.jpg
2026-06-10,2026-06-10 00:13:36,6,BV1CQ7o61ERo,116689798764442,人，握爪后就不要放开咯！——《伊莫》握爪测试招募开启,伊莫,手机游戏,游戏,172,119,5288557,790,4783,175111,41906,131700,96443,1780797600,https://www.bilibili.com/video/BV1CQ7o61ERo,http://i0.hdslb.com/bfs/archive/06bcb84e42974283a3ade3bf6fbee2302b4b4d96.jpg
2026-06-10,2026-06-10 00:13:36,7,BV1WY7U6dEJ5,116699814693875,【微电影】人类文明的最后一届高考,最后讲述者,鬼畜剧场,鬼畜剧场,216,263,2382839,3340,6673,194690,25715,46854,11421,1780709400,https://www.bilibili.com/video/BV1WY7U6dEJ5,http://i2.hdslb.com/bfs/archive/40a717d48c3dbeb9559b00a07a88af6cfd5181fb.jpg
2026-06-10,2026-06-10 00:13:36,8,BV11cEK6rELU,116712364116494,地牢酒馆-13集 《碎骨大帐篷》,粘土工厂,单机游戏,游戏,17,257,1223217,1458,2947,162158,24350,19594,2017,1780891200,https://www.bilibili.com/video/BV11cEK6rELU,http://i1.hdslb.com/bfs/archive/436f2a6d53b97fddf0f85b258c997b4f911e2a32.jpg
2026-06-10,2026-06-10 00:13:36,9,BV1GiEg6PE3v,116713588787899,《明日方舟》EP - 夏日远去之后,明日方舟,手机游戏,游戏,172,256,671347,7318,11144,95855,42580,29202,21475,1780909200,https://www.bilibili.com/video/BV1GiEg6PE3v,http://i1.hdslb.com/bfs/archive/a5c5345866b686d7c435dfd3080cd1d16d129659.jpg
2026-06-10,2026-06-10 00:13:36,10,BV15v7S65EWD,116701022717876,挑战给历史故事打tag（标签）,混饭达人,娱乐杂谈,娱乐杂谈,241,77,3972716,4486,3105,326372,8989,39826,21202,1780716510,https://www.bilibili.com/video/BV15v7S65EWD,http://i2.hdslb.com/bfs/archive/1845b193e356ee0f6b686419e20cc96fe1678367.jpg
2026-06-10,2026-06-10 00:13:36,11,BV19v7S65ESU,116701022849204,我给爱车打造了一套废土战甲,手工耿,手工,生活,161,829,2283536,10003,2888,132603,24720,11671,6184,1780799533,https://www.bilibili.com/video/BV19v7S65ESU,http://i2.hdslb.com/bfs/archive/b1cf38027520b335d07b96dd1246fcde8d20a730.jpg
2026-06-10,2026-06-10 00:13:36,12,BV1dq7Q6SEbX,116701827961912,最不吃压力之熊,传奇飞行员_太日阳莽,鬼畜剧场,鬼畜剧场,216,91,2601016,869,3618,201918,4480,46536,6932,1780728644,https://www.bilibili.com/video/BV1dq7Q6SEbX,http://i2.hdslb.com/bfs/archive/cdfe2d04e5d60dbd700833f920d17d40cebc2d39.jpg
2026-06-10,2026-06-10 00:13:36,13,BV1YVEn6fEmZ,116703304356999,那天真有其他人在场，但我没法证明。,何大爷课堂,人文历史,知识,228,123,2860731,481,4187,214835,5552,20029,1658,1780751375,https://www.bilibili.com/video/BV1YVEn6fEmZ,http://i1.hdslb.com/bfs/archive/36a36b65d7a5cdced8c027e2371074acb5dd204b.jpg
2026-06-10,2026-06-10 00:13:36,14,BV16w7D6RERW,116700921988742,007看后:追逐战？,MEspace天植,绘画,绘画,162,49,3056273,335,1281,303496,30400,53302,2804,1780714922,https://www.bilibili.com/video/BV16w7D6RERW,http://i2.hdslb.com/bfs/archive/f35dab38094910739815ae6424bcceee9316f8f7.jpg
2026-06-10,2026-06-10 00:13:36,15,BV1pW7Q68Emz,116702180348281,这期谁能绷住,呱唧菌,搞笑,娱乐,138,339,3425626,2356,1792,214286,12821,69073,2741,1780741800,https://www.bilibili.com/video/BV1pW7Q68Emz,http://i2.hdslb.com/bfs/archive/5ae6e1d11721490eb4a17034e97a4c36afdca5f0.jpg
2026-06-10,2026-06-10 00:13:36,16,BV1zzEu6GEHW,116714209545674,《别替我吹了》,伤心欲茄222,搞笑,娱乐,138,119,2276216,2631,9305,203538,4525,11042,1967,1780977600,https://www.bilibili.com/video/BV1zzEu6GEHW,http://i2.hdslb.com/bfs/archive/a53f0df5bb61b89094597f7f5d9ca61c0dd0b6c8.jpg
2026-06-10,2026-06-10 00:13:36,17,BV15C7k6REKC,116697197451293,公测定档7月 | 《遗忘之海》船员集结摇滚MV「燥」,遗忘之海,GMV,GMV,121,205,7480609,1515,2751,133127,86417,84637,5036,1780711200,https://www.bilibili.com/video/BV15C7k6REKC,http://i0.hdslb.com/bfs/archive/bef8db958217ad42ed011f4bf5d5d6c1cf3a4bad.jpg
2026-06-10,2026-06-10 00:13:36,18,BV17z7y6KEVT,116697751096214,可爱的安魂曲~,徐大花xudahua,手工,生活,161,158,2812811,543,2102,155238,11012,23678,4210,1780718400,https://www.bilibili.com/video/BV17z7y6KEVT,http://i2.hdslb.com/bfs/archive/2fbc38542399965a708c159f85533b4f5065fe8c.jpg
2026-06-10,2026-06-10 00:13:36,19,BV1MyEg6ZEFt,116713823669040,德国的耻辱,燕三嘤嘤嘤,人文历史,知识,228,1108,1640703,10817,3715,106681,32263,16599,1410,1780912624,https://www.bilibili.com/video/BV1MyEg6ZEFt,http://i2.hdslb.com/bfs/archive/636366ae88e9b99461ee93fa2da8ff7f284c23a1.jpg
2026-06-10,2026-06-10 00:13:36,20,BV1ALEg6UEeN,116714075461800,《高考固定NPC 2026》,嘞是唐孃孃,搞笑,娱乐,138,79,3001842,255,2937,222606,2450,13354,2867,1780915783,https://www.bilibili.com/video/BV1ALEg6UEeN,http://i1.hdslb.com/bfs/archive/609a023ae422249567553ffc4b214b75b2eb952d.jpg
2026-06-10,2026-06-10 00:13:36,21,BV1s7V46XEix,116655590017716,评论区摄影大赛之火遍全网的佳作篇，本期有锐评系列也有破败与新生佳作，欢迎投稿好的作品会让更多人看到。,摄影恩哥,日常,生活,21,124,5878476,2058,11746,361628,3406,28525,1203,1780738200,https://www.bilibili.com/video/BV1s7V46XEix,http://i1.hdslb.com/bfs/archive/58aada2ca9cd83b3f4d86b331759b2c832c8bcb4.jpg
2026-06-10,2026-06-10 00:13:36,22,BV1ijEs6VEER,116707028899046,当我问女朋友喝什么时,小姜的猫meme剧场,搞笑,娱乐,138,34,3083172,833,6642,188450,1743,40702,11127,1780808202,https://www.bilibili.com/video/BV1ijEs6VEER,http://i2.hdslb.com/bfs/archive/6df6508a701b0c86e229b3c37fe33c0ffb459257.jpg
2026-06-10,2026-06-10 00:13:36,23,BV1uX7k6UENx,116696761239484,巨构：没有告别,巨构ai,网络游戏,游戏,65,19,3387259,7196,8451,531082,29988,179553,8679,1780651506,https://www.bilibili.com/video/BV1uX7k6UENx,http://i0.hdslb.com/bfs/archive/1422e60b2923b373953bd4ce6433b6f0e91f9501.jpg
2026-06-10,2026-06-10 00:13:36,24,BV1dY7Q6pEQZ,116701878291791,千里奔赴只为弥补40年前的遗憾,赛亚人阿廖,出行,生活,250,246,1536662,2878,2104,168944,44227,21075,583,1780729530,https://www.bilibili.com/video/BV1dY7Q6pEQZ,http://i0.hdslb.com/bfs/archive/5f9f719eb1fb6326b0a2eabe298cd1484afab3e6.jpg
2026-06-10,2026-06-10 00:13:36,25,BV1LR7D6JEV7,116702566156828,Re：佩恩从零开始的异世界生活！！！【水门篇】,-夏秋冬-,综合,综合,27,416,1657632,1849,4637,100728,35876,29655,6673,1780740005,https://www.bilibili.com/video/BV1LR7D6JEV7,http://i1.hdslb.com/bfs/archive/7b1442110a7b65950b9bb9ed1c2c29908c642732.jpg
2026-06-10,2026-06-10 00:13:36,26,BV1JJ7m62ELC,116700620065327,最直接的伤害往往只需采用最简单的普通攻击 #超能力 #万万没想到 #反转 #劲大,刘不凡本凡,短片,动画,256,364,3195372,3593,8524,168526,2842,21703,1311,1780719600,https://www.bilibili.com/video/BV1JJ7m62ELC,http://i1.hdslb.com/bfs/archive/1b35b982075822d704a03ec34c21632ebcfa9044.jpg
2026-06-10,2026-06-10 00:13:36,27,BV1wE7m67EAF,116700569671653,“我在成华大道「拼接遗憾」”,Dieorite,人力VOCALOID,人力VOCALOID,126,116,771340,3593,1864,172688,38688,49927,3267,1780709690,https://www.bilibili.com/video/BV1wE7m67EAF,http://i1.hdslb.com/bfs/archive/b7a88bfce9322211ddb670d69d549967dba6591e.jpg
2026-06-10,2026-06-10 00:13:36,28,BV1fMV268E7X,116684027335970,《追逐卡蕾多》首次测试招募PV & 实机演示,追逐卡蕾多,手机游戏,游戏,172,1438,2816828,1561,3392,91104,3585,20705,4949,1780891200,https://www.bilibili.com/video/BV1fMV268E7X,http://i0.hdslb.com/bfs/archive/1db97203934b38058a9ba67943a3579393f4b222.jpg
2026-06-10,2026-06-10 00:13:36,29,BV17q7y6qEeG,116697767874225,当代牢大学生论文现状belike：,黑曼波语录,鬼畜调教,鬼畜,22,78,1910362,278,2268,148704,5708,101725,12272,1780716900,https://www.bilibili.com/video/BV17q7y6qEeG,http://i2.hdslb.com/bfs/archive/a42866374c2dd87fd5093121386c1dd1372e10a6.jpg
2026-06-10,2026-06-10 00:13:36,30,BV1xR7S6hEkB,116700804683368,菲比：就你们寝室最吵！！,Lm海洋,音乐综合,音乐,130,262,1502575,836,4571,111740,79694,50595,17511,1780713190,https://www.bilibili.com/video/BV1xR7S6hEkB,http://i1.hdslb.com/bfs/archive/348cd3608f962369b093721ee90e2515a127a833.jpg
2026-06-10,2026-06-10 00:13:36,31,BV1vR7D6JEEm,116702566223209,全球吃席！自驾巴尔干婚礼，吃欧洲乡村大席,食贫道,日常,生活,21,3274,1758188,9962,2012,153210,56490,19667,3913,1780741089,https://www.bilibili.com/video/BV1vR7D6JEEm,http://i2.hdslb.com/bfs/archive/b23120503d27e3049c25e887901c19df17a98fe1.jpg
2026-06-10,2026-06-10 00:13:36,32,BV1bd7k62Epb,116696794863371,LV6有啥用?一个视频看懂LV6所有特权功能,威尔斯耍流氓,搞笑,娱乐,138,193,986244,13681,23991,88577,53841,13813,5587,1780652357,https://www.bilibili.com/video/BV1bd7k62Epb,http://i1.hdslb.com/bfs/archive/96eeed5029dce27d3f6ea0160d4ade58d6afb34e.jpg
2026-06-10,2026-06-10 00:13:36,33,BV1xzE46KEFk,116707616098534,为了知晓地球年龄，人类究竟有多难？,星团菌,日常,生活,21,2606,1900306,2900,2320,78374,15796,24811,2145,1780835400,https://www.bilibili.com/video/BV1xzE46KEFk,http://i2.hdslb.com/bfs/archive/deeb691257a57979e33569ddbda3f66373262351.jpg
2026-06-10,2026-06-10 00:13:36,34,BV13PEx63EJ3,116706575912358,这样的幸运，你想拥有吗！？🥳 #挑战# #野兽先生# #MrBeast# #vlog# #整活#,MrBeast官方账号,日常,生活,21,36,3159239,458,2302,212787,5841,11787,750,1780801241,https://www.bilibili.com/video/BV13PEx63EJ3,http://i1.hdslb.com/bfs/archive/060ed908afe9f422de1f1a505ade5b1e4ca3d8ae.jpg
2026-06-10,2026-06-10 00:13:36,35,BV1tZET6HESW,116713504902448,“同步率”三个字已经很难概括这个视频了,新华社,日常,生活,21,27,2321594,925,3786,222113,3976,12090,6976,1780906886,https://www.bilibili.com/video/BV1tZET6HESW,http://i1.hdslb.com/bfs/archive/4b20a6f517b4ad8f1b7ebbcf31ccb1317bb89fee.jpg
2026-06-10,2026-06-10 00:13:36,36,BV1T9Vm6UE2N,116684681647760,《古剑》3分钟战斗实机 | 线下试玩招募开启,古剑,单机游戏,游戏,17,168,5529513,3707,10829,105267,64547,46336,24562,1780698215,https://www.bilibili.com/video/BV1T9Vm6UE2N,http://i0.hdslb.com/bfs/archive/d18a0e2a80905c1a2bfe0d000c3ca47aa1548899.jpg
